@SampleID: 7
@Version: 0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID

2	superkingdom	2	Bacteria	100.0
1515	species	2|1239|186801|186802|541000|1508657|1515	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium thermocellum	0.0
1519	species	2|1239|186801|186802|31979|1485|1519	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium tyrobutyricum	0.0
1520	species	2|1239|186801|186802|31979|1485|1520	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii	0.0
1521	species	2|1239|186801|186802|541000|1508657|1521	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] cellulolyticum	0.0
87541	species	2|1239|91061|186826|186827|1375|87541	Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Aerococcus|Aerococcus christensenii	0.0
671223	species	2|201174|1760|85009|31957|1743|671223	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Propionibacterium|Propionibacterium sp. oral taxon 193	0.0
1534	species	2|1239|186801|186802|31979|1485|1534	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium kluyveri	0.0
1538	species	2|1239|186801|186802|31979|1485|1538	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium ljungdahlii	0.0
1542	species	2|1239|186801|186802|31979|1485|1542	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium novyi	0.0
1548	species	2|1239|186801|186802|31979|1485|1548	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium scatologenes	0.0
1160721	species	2|1239|186801|186802|541000|1263|1160721	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus bicirculans	0.0
1561	species	2|1239|186801|186802|31979|1485|1561	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium baratii	0.0
28188	species	2|976|117743|200644|49546|1016|28188	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga canimorsus	0.0
142877	species	2|1239|186801|186802|186807|36853|142877	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfitobacterium|Desulfitobacterium metallireducens	0.0
65058	species	2|201174|1760|85007|1653|1716|65058	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium ulcerans	0.0
52773	species	2|201174|1760|2037|2049|1654|52773	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces meyeri	0.0
1433126	species	2|976|200643|171549|171550|1611681|1433126	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Mucinivorans|Mucinivorans hirudinis	0.0
1584	species	2|1239|91061|186826|33958|1578|1584	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus delbrueckii	0.0
480520	species	2|976|117743|200644|49546|76831|480520	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides profundi	0.0
1590	species	2|1239|91061|186826|33958|1578|1590	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum	0.0
1050174	species	2|201174|1760|85007|1653|1716|1050174	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium epidermidicanis	0.0
1613	species	2|1239|91061|186826|33958|1578|1613	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus fermentum	0.0
1432056	species	2|1224|1236|135625|712|75984|1432056	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia sp. USDA-ARS-USMARC-1261	0.0882
28251	species	2|976|117743|200644|49546|28250|28251	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Ornithobacterium|Ornithobacterium rhinotracheale	0.0
40542	species	2|32066|203490|203491|1129771|32067|40542	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia buccalis	0.0
233055	species	2|1239|186801|186802|186807|36853|233055	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfitobacterium|Desulfitobacterium dichloroeliminans	0.0
1644131	species	2|1224|28216|80840|75682|29580|1644131	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium|Janthinobacterium sp. 1_2014MBL_MicDiv	0.0
28264	species	2|201174|1760|2037|2049|28263|28264	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Arcanobacterium|Arcanobacterium haemolyticum	0.0
1648	species	2|1239|526524|526525|128827|1647|1648	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelothrix|Erysipelothrix rhusiopathiae	0.0
589436	species	2|976|200643|171549|171552|838|589436	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella fusca	0.0
1661	species	2|201174|1760|2037|2049|1069494|1661	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Trueperella|Trueperella pyogenes	0.0
44674	species	2|1224|29547|213849|72294|57665|44674	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum barnesii	0.0
878220	species	2|976|117743|200644|49546|59732|878220	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. StRB126	0.0
1680	species	2|201174|1760|85004|31953|1678|1680	Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium adolescentis	0.0
1705617	species	2|976|117743|200644|49546|1016|1705617	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga sp. oral taxon 323	0.0
1197717	species	2|508458|649775|649776|649777|508459|1197717	Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Cloacibacillus|Cloacibacillus porcorum	0.0
1305	species	2|1239|91061|186826|1300|1301|1305	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis	0.0
1814128	species	2|1239|91061|186826|1300|1301|1814128	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus halotolerans	0.0
712357	species	2|32066|203490|203491|1129771|32067|712357	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia sp. oral taxon 212	0.0
1717	species	2|201174|1760|85007|1653|1716|1717	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium diphtheriae	0.0
1718	species	2|201174|1760|85007|1653|1716|1718	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium glutamicum	0.0
1719	species	2|201174|1760|85007|1653|1716|1719	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium pseudotuberculosis	0.0
1727	species	2|201174|1760|85007|1653|1716|1727	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium variabile	0.0
85698	species	2|1224|28216|80840|506|222|85698	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter xylosoxidans	0.0
1731	species	2|1239|186801|186802|186804|1481960|1731	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoclostridium|Peptoclostridium acidaminophilum	0.0
1736	species	2|1239|186801|186802|186806|1730|1736	Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium limosum	0.0
57975	species	2|1224|28216|80840|119060|32008|57975	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia thailandensis	0.0
394958	species	2|1239|186801|186802|31979|1485|394958	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium taeniosporum	0.0
169679	species	2|1239|186801|186802|31979|1485|169679	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium saccharobutylicum	0.0
1744	species	2|201174|1760|85009|31957|1743|1744	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Propionibacterium|Propionibacterium freudenreichii	0.0
208596	species	2|1239|91061|186826|186828|2747|208596	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium sp. 17-4	0.0
167642	species	2|32066|203490|203491|203492|167639|167642	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Ilyobacter|Ilyobacter polytropus	0.0
257758	species	2|1239|91061|186826|1300|1301|257758	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pseudopneumoniae	0.0
1042156	species	2|1239|186801|186802|31979|1485|1042156	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. SY8519	0.0
216816	species	2|201174|1760|85004|31953|1678|216816	Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum	0.0
160386	species	2|201174|1760|85007|1653|1716|160386	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium casei	0.0
68909	species	2|1297|188787|118964|183710|1298|68909	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus geothermalis	0.0
28446	species	2|1239|186801|186802|186803|2039240|28446	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum|Anaerotignum propionicum	0.0
28450	species	2|1224|28216|80840|119060|32008|28450	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pseudomallei	0.0
544580	species	2|201174|1760|2037|2049|1654|544580	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces oris	0.2646
214856	species	2|976|200643|171549|171550|239759|214856	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes finegoldii	0.0
87883	species	2|1224|28216|80840|119060|32008|87883	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia multivorans	0.0
1503055	species	2|1224|28216|80840|119060|32008|1503055	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia territorii	0.0
2702	species	2|201174|1760|85004|31953|2701|2702	Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Gardnerella|Gardnerella vaginalis	0.0
712538	species	2|1239|909932|909929|1843491|970|712538	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas|Selenomonas sp. oral taxon 478	0.0
221027	species	2|203691|203692|136|137|157|221027	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema putidum	0.0
1681	species	2|201174|1760|85004|31953|1678|1681	Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium bifidum	0.0
316	species	2|1224|1236|72274|135621|286|316	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas stutzeri	0.0
1685	species	2|201174|1760|85004|31953|1678|1685	Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium breve	0.0
36745	species	2|1239|186801|186802|31979|1485|36745	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium saccharoperbutylacetonicum	0.0
1306519	species	2|976|117743|200644|49546|237|1306519	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium commune	0.0
55197	species	2|976|117743|200644|49546|237|55197	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium branchiophilum	0.0
59310	species	2|1239|91061|186826|1300|1301|59310	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus macedonicus	0.0015
128944	species	2|1239|91061|186826|186827|1375|128944	Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Aerococcus|Aerococcus urinaehominis	0.0
712633	species	2|1239|91061|186826|1300|1301|712633	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral taxon 431	0.0
1888195	species	2|1239|91061|186826|1300|1301|1888195	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus himalayensis	0.0
1097668	species	2|1224|28216|80840|119060|32008|1097668	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. YI23	0.0
884684	species	2|1239|186801|186802|541000|1637257|884684	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Mageeibacillus|Mageeibacillus indolicus	0.0
516051	species	2|976|117743|200644|49546|111500|516051	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muricauda|Muricauda lutaonensis	0.0
1912795	species	2|201174|1760|2037|2049|1654|1912795	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces sp. VUL4_3	0.0
1583098	species	2|32066|203490|203491|203492|848|1583098	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium hwasookii	0.0
49118	species	2|1239|186801|186802|31979|49082|49118	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Candidatus Arthromitus|Candidatus Arthromitus sp. SFB-mouse	0.0
1736674	species	2|976|117743|200644|49546|261827|1736674	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter alginicilyticus	0.0
376805	species	2|976|200643|171549|815|816|376805	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides salanitronis	0.0
157673	species	2|1224|1236|135625|712|697331|157673	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Basfia|[Mannheimia] succiniciproducens	0.0
88058	species	2|203691|203692|136|137|157|88058	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema primitia	0.0
1583100	species	2|976|117743|200644|49546|76831|1583100	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides sp. A21	0.0
2047	species	2|201174|1760|85006|1268|32207|2047	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia dentocariosa	0.2646
604162	strain	2|1224|28216|206351|481|482|487|604162	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria meningitidis	0.0	OTU_97.16181.0
1095685	strain	2|1224|28216|206351|481|482|487|1095685	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria meningitidis	0.0	OTU_97.12168.0
712710.0	strain	2|976|200643|171549|2005525|195950|712710|712710.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella sp. oral taxon HOT-286|Unclassified Tannerella sp. oral taxon HOT-286 strain	0.0	OTU_97.7138.0
264199	strain	2|1239|91061|186826|1300|1301|1308|264199	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus thermophilus	0.0	OTU_97.23194.0
1564681.0	strain	2|1239|91061|186826|186828|2747|1564681|1564681.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium sp. CP1|Unclassified Carnobacterium sp. CP1 strain	3.14145760181e-05	OTU_97.30766.1
315405.0	strain	2|1239|91061|186826|1300|1301|315405|315405.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus|Unclassified Streptococcus gallolyticus strain	0.0	OTU_97.27245.0
755731.0	strain	2|1239|186801|186802|31979|1485|755731|755731.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. BNL1100|Unclassified Clostridium sp. BNL1100 strain	0.0	OTU_97.44696.0
1912856.0	strain	2|1239|1737404|1737405|1570339|162289|1912856|1912856.0	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus|Peptoniphilus sp. ING2-D1G|Unclassified Peptoniphilus sp. ING2-D1G strain	0.0	OTU_97.552.0
1286171	strain	2|1239|186801|186802|186804|1481960|1731|1286171	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoclostridium|Peptoclostridium acidaminophilum	0.0	OTU_97.7430.0
760154	strain	2|1224|29547|213849|72294|57665|44674|760154	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum barnesii	0.0	OTU_97.11128.1
1159198	strain	2|544448|31969|2085|2092|2093|2096|1159198	Bacteria|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma gallisepticum	0.0	OTU_97.15792.0
668336	strain	2|1224|1236|135625|712|416916|714|668336	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter actinomycetemcomitans	0.0	OTU_97.26058.1
149539.0	strain	2|1224|1236|91347|543|590|28901|149539.0	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Enteritidis (genome 0)	0.0	OTU_97.161.0
149539.1	strain	2|1224|1236|91347|543|590|28901|149539.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Enteritidis (genome 1)	0.0	OTU_97.23862.0
862969	strain	2|1239|91061|186826|1300|1301|76860|862969	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus constellatus	0.0131	OTU_97.17408.1
1224745	strain	2|1239|186801|186802|186804|1870884|1496|1224745	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.0882	OTU_97.6437.0
583346	strain	2|1239|186801|186802|31979|1485|1534|583346	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium kluyveri	0.0	OTU_97.29117.0
374833	strain	2|1224|28216|206351|481|482|487|374833	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria meningitidis	0.0	OTU_97.29395.1
84022.0	strain	2|1239|186801|186802|31979|1485|84022|84022.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium aceticum|Unclassified Clostridium aceticum strain	0.0	OTU_97.680.0
1331258.0	strain	2|1224|28216|80840|506|517|1331258|1331258.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pseudohinzii|Unclassified Bordetella pseudohinzii strain	0.0	OTU_97.7000.0
1196094	strain	2|1224|28216|206351|481|1193515|1196083|1196094	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Snodgrassella|Snodgrassella alvi	0.0	OTU_97.20364.0
1452725	strain	2|976|117743|200644|49546|237|96345|1452725	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum	0.0882	OTU_97.57.0
401472.0	strain	2|201174|1760|85007|1653|1716|401472|401472.0	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium ureicelerivorans|Unclassified Corynebacterium ureicelerivorans strain	0.0	OTU_97.32318.0
1316932	strain	2|1224|1236|135625|712|75984|75985|1316932	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia haemolytica	0.0263	OTU_97.43059.0
1718.0	strain	2|201174|1760|85007|1653|1716|1718|1718.0	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium glutamicum|Unclassified Corynebacterium glutamicum strain	0.0	OTU_97.45.0
1116231	strain	2|1239|91061|186826|1300|1301|59310|1116231	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus macedonicus	0.0015	OTU_97.2213.1
411154	strain	2|976|117743|200644|49546|292691|411153|411154	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella forsetii	0.0	OTU_97.29930.0
1644131.0	strain	2|1224|28216|80840|75682|29580|1644131|1644131.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium|Janthinobacterium sp. 1_2014MBL_MicDiv|Unclassified Janthinobacterium sp. 1_2014MBL_MicDiv strain	0.0	OTU_97.2496.0
1679444.0	strain	2|74201|203494|48461|1647988|239934|1679444|1679444.0	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia glycaniphila|Unclassified Akkermansia glycaniphila strain	0.0	OTU_97.44668.0
96345.0	strain	2|976|117743|200644|49546|237|96345|96345.0	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum|Unclassified Flavobacterium psychrophilum strain	0.0	OTU_97.43143.0
96345.1	strain	2|976|117743|200644|49546|237|96345|96345.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum|Unclassified Flavobacterium psychrophilum strain	0.0	OTU_97.38908.1
96345.2	strain	2|976|117743|200644|49546|237|96345|96345.2	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum|Unclassified Flavobacterium psychrophilum strain	0.0	OTU_97.38845.0
96345.3	strain	2|976|117743|200644|49546|237|96345|96345.3	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum|Unclassified Flavobacterium psychrophilum strain	0.0	OTU_97.142.1
434271	strain	2|1224|1236|135625|712|713|715|434271	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus pleuropneumoniae	0.1154	OTU_97.42865.0
1046624	strain	2|1239|91061|186826|1300|1357|1358|1046624	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis	0.0	OTU_97.1278.0
1046629	strain	2|1239|91061|186826|1300|1301|1304|1046629	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius	0.0	OTU_97.28969.1
1622118.0	strain	2|976|117743|200644|49546|358023|1622118|1622118.0	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lutibacter|Lutibacter profundi|Unclassified Lutibacter profundi strain	0.0	OTU_97.11207.0
1884263.0	strain	2|1239|909932|909929|1843491|970|1884263|1884263.0	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas|Selenomonas sp. oral taxon 920|Unclassified Selenomonas sp. oral taxon 920 strain	0.0	OTU_97.22162.0
759913	strain	2|1239|91061|186826|1300|1301|1334|759913	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus dysgalactiae	0.0882	OTU_97.28231.0
909420	strain	2|1224|28216|206351|481|482|487|909420	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria meningitidis	0.0	OTU_97.14114.0
1439854	strain	2|1224|28216|80840|119060|32008|28450|1439854	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pseudomallei	0.0	OTU_97.35552.0
1439855	strain	2|1224|28216|80840|119060|32008|28450|1439855	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pseudomallei	0.0	OTU_97.24659.0
59505.0	strain	2|201174|1760|2037|2049|1653174|59505|59505.0	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinotignum|Actinotignum schaalii|Unclassified Actinotignum schaalii strain	0.0	OTU_97.26859.0
1187956	strain	2|1239|91061|186826|1300|1301|1308|1187956	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus thermophilus	0.0	OTU_97.33665.0
561276	strain	2|1239|91061|186826|1300|1301|1313|561276	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0882	OTU_97.34839.0
1322346	strain	2|1224|1236|135625|712|724|738|1322346	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] parasuis	0.0717	OTU_97.21068.1
575614	strain	2|976|200643|171549|171552|838|652716|575614	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. oral taxon 299	0.0	OTU_97.24212.1
391295	strain	2|1239|91061|186826|1300|1301|1307|391295	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus suis	0.0	OTU_97.43007.0
391296	strain	2|1239|91061|186826|1300|1301|1307|391296	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus suis	0.0882	OTU_97.25442.0
760568	strain	2|1239|186801|186802|186807|1562|58135|760568	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfotomaculum|Desulfotomaculum kuznetsovii	0.0	OTU_97.3402.0
1785995.0	strain	2|1239|91061|1385|1378|1785995|1785995.0	Bacteria|Firmicutes|Bacilli|Bacillales|Gemella|Gemella sp. oral taxon 928|Unclassified Gemella sp. oral taxon 928 strain	0.0	OTU_97.28788.0
